"If you are willing to buy this book for church, please write your name in Column A and drop it off at Room#215 on Sundays",,,,,,,,,,,
,,,,,,,,,,,
Donated By,#,Book Title,Denomination. ,Category by Age,Publisher,New/Used,Unit Price,Qty,Price,Link to Purchase,
,339,YOUCAT: Youth Prayer Book,George Von Lengerke,Catholic,13 & up,Ignatius Press (Catholic),Used,4$,1,4$,https://www.worldofbooks.com/products/youcat-book-georg-von-lengerke-9781586177034?sku=CIN1586177036G&gad_source=1&gad_campaignid=21961281823&gbraid=0AAAAAC04ib2LytSqr73L3IS84vP-y5HUL&gclid=CjwKCAjwsfzSBhB5EiwAOGyqSbq7RK0pRBkExQQhrAb5_J1FUe4NE5YcFJTdwkORWoNtDrsXKiLxZBoCFi0QAvD_BwE
,340,DOCAT: The Social Teachings of Catholic Church ,YouCat Foundation,Catholic,13 & up,Ignatius Press (Catholic),Used,3$,2,6$,https://www.abebooks.com/servlet/BookDetailsPL?bi=32231086645&dest=USA&ref_=ps_ggl_11147913055&cm_mmc=ggl-_-US_Shopp_Textbook-_-product_id=US9781621641360USED-_-keyword=&gad_source=1&gad_campaignid=11147913055&gbraid=0AAAAAD3Y6gv5FkZV4uEQS4ZCB0PIVcO-f&gclid=CjwKCAjwsfzSBhB5EiwAOGyqSSB8DOWnbSqTawGlycbHOKXz0F6cva9Rx_UmGKVOxHUAQU6a0BCHZhoCswYQAvD_BwE
,341,Catechism of the Catholic Church (official),12 Cardinals and Bishops commissioned under St. John Paul II; primary editorial writer and coordinator of the text was Cardinal Christoph Schonborn,Catholic,16 & up,United States Conference of Catholic Bishops (USCCB),Used,5$,2,10$,https://www.abebooks.com/book-search/isbn/9780879739768/used/
,342,Stations Of The Cross,St. John Henry Newman,Catholic,16 & up,TAN Books (Catholic),used,8,1,8,https://www.catholiccompany.com/products/stations-of-the-cross?variant=50914206023989&utm_term=&utm_campaign=&utm_source=adwords&utm_medium=ppc&hsa_acc=1453680900&hsa_cam=22798195594&hsa_grp=&hsa_ad=&hsa_src=x&hsa_tgt=&hsa_kw=&hsa_mt=&hsa_net=adwords&hsa_ver=3&gad_source=4&gad_campaignid=22788669336&gbraid=0AAAAAD_gYDGRno4jcYuknC4Fs78lM8SYs&gclid=Cj0KCQjw4JbTBhCoARIsALWUaBu5UMxtU05rGEySQjbKSoeBt8v62ca5p4HIKiF4xG_txM07vGrTb2kaAta9EALw_wcB
,343,Laudato Si': On Care for Our Common Home,Pope Francis,Catholic,16 & up,Our Sunday Visitor (Catholic). But its an public Vatican document and has various publishers.,used,6$,1,6$,https://www.thriftbooks.com/w/praise-be-to-you---laudato-si-on-care-for-our-common-home_pope-francis/9659288/item/16778949/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvfl_2155271854&utm_adgroup=&utm_term=&utm_content=719329521330&gad_source=4&gad_campaignid=21855271854&gbraid=0AAAAADwY45gfmgSiNsVQzXldyfI_u-LvO&gclid=CjwKCAjwvsvTBhBaEiwAmf-3npIiysmfwvUUJIsCG-6Vt1AfLlSOv1LIPmV6qan86jNJRg8I9IAr_xoCdHsQAvD_BwE#idiq=16778949&edition=8704509
,344,Fratelli Tutti: On Fraternity and Social Friendship (Papal Encyclical),Pope Francis,Catholic,16 & up,Twenty-Third Publications (Catholic),used,6$,1,6$,https://www.thriftbooks.com/w/fratelli-tutti-on-fraternity-and-social-friendship_pope-francis/27036868/item/53387732/?utm_source=google&utm_medium=cpc&utm_campaign=high_vol_midlist_standard_shopping_customer_acquisition_20381777654&utm_adgroup=&utm_term=&utm_content=666157863328&gad_source=4&gad_campaignid=20381777654&gbraid=0AAAAADwY45hLRWjaabzOEReIvA56FQYjL&gclid=CjwKCAjwvsvTBhBaEiwAmf-3ni7d_SbJ6HbX6U0k5QIhcD6gqf555jYKHoxPQMfXJ3kb0ngcMvoI_BoC17AQAvD_BwE#idiq=53387732&edition=57821651
,345,The Spiritual Exercises of St. Ignatius of Loyola,St. Ignatius of Loyola,Catholic,17 & up,TAN Books (Catholic),new,180,1,180,https://tanbooks.com/products/books/tan-classics-12-book-set/?sku=TC1500&gc_id=17487855346&gad_source=1&gad_campaignid=17487873334&gbraid=0AAAAADyykAzHpKsiJhhBpcMipCpkMS4AB&gclid=CjwKCAjwyabTBhBFEiwAM3mNUC9yZ10EpEQbfFtTGB3K-BF0XFm1nZYptZn6WD9zoxuiUIUbPE_UchoC3igQAvD_BwE
,346,The Way of Perfection ,St. Theresa of Avila,Catholic,16 & up,TAN Books (Catholic),,,,0,
,347,True Devotion to Mary ,St. Louis de Montfort,Catholic,16 & up,TAN Books (Catholic),,,,0,
,348,The Life of St. Francis of Assisi,St. Bonaventure,Catholic,15 & up,TAN Books (Catholic),,,,0,
,349,The Spiritual Combat,Dom Lorenzo Scupoli,Catholic,16 & up,TAN Books (Catholic),,,,0,
,350,The Dialogue of St. Catherine of Siena,St Catherine of Siena,Catholic,17 & up,TAN Books (Catholic),,,,0,
,351,The Imitation of Christ ,Thomas a Kempis,Catholic,15 & up,TAN Books (Catholic),,,,0,
,352,Introduction to the Devout Life ,St Francis de Sales,Catholic,15 & up,TAN Books (Catholic),,,,0,
,353,Story of a Soul ,St Therese of Lisieux,Catholic,13 & up,TAN Books (Catholic),,,,0,
,354,The Interior Castle ,St Teresa of Avila,Catholic,17 & up,TAN Books (Catholic),,,,0,
,355,The Dark Night of the Soul ,St John of Cross,Catholic,17 & up,TAN Books (Catholic),,,,0,
,356,Abandonment to Divine Providence ,Jean-Pierre de Caussade,Catholic,16 & up,TAN Books (Catholic),,,,0,
,357,The Practice of the Presence of God,Brother Lawrence of the Resurrection,Catholic,12 & up,ICS Publications (Catholic),new,18$,1,18$,https://www.icspublications.org/products/the-practice-of-the-presence-of-god?srsltid=AfmBOoozN3CM4xJRhcX-KOKl4NMXIVmFc498DYU3wLRanfCoK0Llg6el
,358,He and I,Gabrielle Bossis,Catholic,16 & up,Pauline Books & Media (Catholic),used,14$,1,14$,https://www.thriftbooks.com/w/he-and-i_gabrielle-bossis/248794/item/4249962/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvs_21811042479&utm_adgroup=&utm_term=&utm_content=717524850233&gad_source=1&gad_campaignid=21811042479&gbraid=0AAAAADwY45hFBUTYlmqgXvwKuIAKmIjfZ&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nhMwzGlJAmRHNKL920KCTNbwcPzfSlL7zIq33EPyZQBbhhf39vH3vhoCOuMQAvD_BwE#idiq=4249962&edition=2328616
,359,I Believe in Love ,Fr Jean C.J. d'Elbee,Catholic,14 & up,Sophia Institute Press (Catholic),used,7$,1,7$,https://www.worldofbooks.com/products/i-believe-in-love-book-jean-elbee-9781928832287?sku=CIN1928832288G&gad_source=1&gad_campaignid=21956486329&gbraid=0AAAAAC04ib3AorAAmOWaR-v0UYpso-Wc7&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nl7W5IlScGvIC3IaMcMowUqngemo1NhLD6m35Ygg33DAKe35wJKxBhoC678QAvD_BwE
,360,The Reed of God,Caryll Houselander (British Catholic Mystic),Catholic,14 & up,Ave Maria Press (Catholic),used,10$,1,10$,https://www.thriftbooks.com/w/the-reed-of-god_caryll-houselander/310286/item/4921818/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvs_21811042479&utm_adgroup=&utm_term=&utm_content=717524850233&gad_source=1&gad_campaignid=21811042479&gbraid=0AAAAADwY45hFBUTYlmqgXvwKuIAKmIjfZ&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nnLtDTyomcoKUQrdywmLdQYDx62G5e-mgD1MyoBko6BaJgy0KPuHthoC8JwQAvD_BwE#idiq=4921818&edition=5082556
,361,The Sinner's Guide ,Ven. Louis of Granada,Catholic,17 & up,Martino Fine Books (reprint house),used,6$,1,6$,https://www.worldofbooks.com/products/sinner-s-guide-book-louis-of-granada-9781614279501?sku=NIN9781614279501&gad_source=4&gad_campaignid=22202746970&gbraid=0AAAAAC04ib02pqrTqsejVOu7sGL8jcBhe&gclid=CjwKCAjwvsvTBhBaEiwAmf-3np_tiHF511r0kIAHdG9O5Y4tBxizV1YExoIPZfVWJXsqSNGgkZOLWBoC1AYQAvD_BwE
,362,The Secret of the Rosary ,St. Louis de Montfort,Catholic,12 & up,Martino Fine Books (reprint house),used,4$,1,4$,https://www.thriftbooks.com/w/the-secret-of-the-rosary_louis-marie-grignion-de-montfort_mary-barbour/279887/item/29771587/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvml_22797775610&utm_adgroup=&utm_term=&utm_content=764091475358&gad_source=1&gad_campaignid=22797775610&gbraid=0AAAAADwY45jVzZKvY2t8sUpeT9A9lQY9u&gclid=CjwKCAjwvsvTBhBaEiwAmf-3niK4qSSCc2v3bnAeSIvqYsgDb_ojpXMapg3YP4kjJ2Fw2ujoipHy6xoCqlcQAvD_BwE#idiq=29771587&edition=20854621
,363,The Diary of Saint Maria Faustina Kowalska : Divine Mercy in My Soul,Faustina Kowalska,Catholic,16 & up,Marian Press (Catholic),used,9$,1,9$,https://www.betterworldbooks.com/product/detail/the-diary-of-saint-maria-faustina-kowalska-divine-mercy-in-my-soul-9781596141100?shipto=US&curcode=USD&utm_source=google&utm_medium=cpc&utm_campaign=pMax-Used-USA&utm_content=&utm_term=&creative=&device=c&placement=&gad_source=1&gad_campaignid=16440140764&gbraid=0AAAAADMQnG-Ulq2xI30cALI0OuoBHilE5&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nlmAl-n69xi0W1yPzMg2NVq7bAKFkLz1u4usgjJFdtcpl-Z8ZJguTBoC8G0QAvD_BwE
